"Year","Date","Subregion","Habitat","SiteID","Site","Station","Species","Sp.Name","Diameter","Height","X.OLD","X.RECENT","TISSUE_ISOLATES","Conditions","Trim_Conditions","LTA_cm2","fYear"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","PPOR",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","AAGA",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","PPOR",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","PPOR",NA,3,1,5,0,1,"BLH",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","PAST",NA,2,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","PPOR",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","1","PPOR",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AFRA",NA,3,1,0,0,1,"PBL",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,2,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,2,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,2,1,1,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,2,1,50,0,6,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AFRA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,3,3,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,3,2,5,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,3,1,0,0,1,"PBL",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","MCAV",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,2,1,5,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","AAGA",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","MCAV",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","DSTO",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","MCAV",NA,3,1,40,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,2,1,5,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","2","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","SSID",NA,3,1,0,0,1,"BLH",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","AAGA",NA,3,3,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","AAGA",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","3","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","PPOR",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/5/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,5,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,5,0,1,"SED",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,2,1,5,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,2,1,5,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"BLH",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"BLH",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","PAST",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/4/2019","DC","Inner",NA,"Dade County 5","4","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PPOR",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PPOR",NA,3,1,5,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PPOR",NA,3,1,5,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","SSID",NA,2,1,0,30,1,"SED",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PAST",NA,3,1,0,0,1,"PBL",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PPOR",NA,3,1,10,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","41","PPOR",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","PPOR",NA,3,1,0,5,NA,"PRD",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","DSTO",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","PPOR",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","42","PPOR",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","PAST",NA,2,1,1,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","PPOR",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","SSID",NA,3,1,1,0,1,"PAL",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","SSID",NA,3,1,1,0,1,"PAL",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","PAST",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","43","PAST",NA,3,2,2,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","44","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","44","PPOR",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","44","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","44","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","44","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Nearshore",NA,"Dade County 6","44","PAST",NA,3,1,10,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","51","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","51","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","51","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","51","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","51","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","51","SRAD",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SSID",NA,2,1,0,0,1,"PAL",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SMIC",NA,3,1,5,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SSID",NA,3,1,5,0,1,"PAL",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","52","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","PAST",NA,3,1,15,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","SSID",NA,2,1,0,0,NA,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","SSID",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","EFAS",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","53","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","54","SMIC",NA,3,1,1,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","54","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","54","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","54","SMIC",NA,3,2,7,0,1,"0",NA,NA,"2019"
2019,"7/15/2019","DC","Middle",NA,"Dade County 7","54","SMIC",NA,2,2,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","61","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","62","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","62","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","62","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","62","SSID",NA,3,2,10,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","62","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","62","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","63","SSID",NA,3,2,30,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","63","SSID",NA,3,2,50,0,1,"PAL",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","63","MMEA",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","63","SSID",NA,3,2,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","63","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","64","SSID",NA,3,1,0,0,1,"PBL",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","64","SSID",NA,3,1,0,0,1,"PAL",NA,NA,"2019"
2019,"8/8/2019","DC","Nearshore",NA,"Dade County 8","64","SSID",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 2","851","SSID",NA,3,2,10,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 2","851","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 2","851","SSID",NA,3,1,10,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 2","851","SSID",NA,3,1,30,0,1,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","852","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","852","SMIC",NA,3,1,10,0,1,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","852","PAST",NA,2,1,20,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 2","853","MMIR",NA,3,1,40,0,NA,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 2","853","MMIR",NA,3,1,10,0,NA,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 2","853","MMIR",NA,3,3,10,0,NA,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","854","MMIR",NA,3,2,5,0,NA,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","854","SSID",NA,3,2,0,0,1,"ABR",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","854","SSID",NA,3,1,3,0,1,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","854","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","854","MMIR",NA,3,1,50,0,NA,"0",NA,NA,"2019"
2019,"7/31/2019","PBC","Outer",NA,"Palm Beach 2","854","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","861","SSID",NA,3,1,5,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","861","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","861","SSID",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","862","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","862","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","862","MDEC",NA,2,1,50,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","862","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2019"
2019,"8/1/2019","PBC","Outer",NA,"Palm Beach 3","862","PAST",NA,3,1,0,0,1,"0",NA,NA,"2019"
